name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
10002,2023-09-29,16.8,15.2,16.2,16.8,15.2,16.2,14.8,91.5,28.485,100,75,rain,0,0,47.5,27.2,36.1,1021.1,100,10.6,26.6,2.2,1,10,2023-09-29T06:50:13,2023-09-29T18:41:49,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-09-30,19.2,14.8,16.9,19.2,14.8,16.9,13.9,82.7,0.207,100,16.67,rain,0,0,61,19.4,28.8,1021.5,93.9,15,67.8,6.1,4,10,2023-09-30T06:51:13,2023-09-30T18:40:09,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-01,26.7,16,20.6,26.9,16,20.6,14,67.7,0,0,0,,0,0,29.5,12.6,358.9,1021.7,2.3,15.9,206.2,17.8,8,10,2023-10-01T06:52:14,2023-10-01T18:38:29,0.57,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-02,26.3,18.8,21.4,26.3,18.8,21.4,14.8,66.8,0,0,0,,0,0,64.8,12.5,16.1,1022.1,12.6,16,211,18.2,8,10,2023-10-02T06:53:15,2023-10-02T18:36:49,0.61,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-03,27.6,17.1,21.5,28,17.1,21.6,15.2,68.3,0,0,0,,0,0,81.4,10.2,287.7,1021.6,1.2,15.3,206.2,17.8,7,10,2023-10-03T06:54:16,2023-10-03T18:35:10,0.64,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-04,28,18.9,22.4,28.6,18.9,22.5,16.8,72,0,0,0,rain,0,0,65.2,13.5,228.1,1022.2,1.3,15,204.3,17.7,7,10,2023-10-04T06:55:18,2023-10-04T18:33:32,0.67,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-05,24.4,17.2,20.6,24.4,17.2,20.6,15.6,73.4,0,0,0,rain,0,0,68.4,15.6,146.2,1023.2,5,15.7,201,17.3,7,10,2023-10-05T06:56:19,2023-10-05T18:31:54,0.7,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-06,22,19.4,20.6,22,19.4,20.6,19.1,91.1,0.627,100,16.67,rain,0,0,29.5,13.9,71.8,1016.7,99.9,10.2,41.4,3.6,3,10,2023-10-06T06:57:21,2023-10-06T18:30:16,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-07,20.7,13.2,18.2,20.7,13.2,18.2,15.5,84.8,1.595,100,41.67,rain,0,0,47.2,15.1,25.9,1006.5,91.3,13.2,56.9,5,3,10,2023-10-07T06:58:24,2023-10-07T18:28:39,0.77,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-08,16.3,11,13.7,16.3,11,13.7,6.7,63.6,0,0,0,,0,0,39,26.4,264.4,1004.9,34.4,16,135.8,11.6,8,10,2023-10-08T06:59:26,2023-10-08T18:27:02,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-09,16.8,10.4,13.6,16.8,10.4,13.6,5.1,57.1,0,0,0,,0,0,53,22.1,258.7,1008.7,36.5,16,160.4,13.8,9,10,2023-10-09T07:00:29,2023-10-09T18:25:26,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-10,18.1,12.7,15,18.1,12.7,15,8.8,66.9,0.084,100,4.17,rain,0,0,38.9,18.3,249.8,1010,63.2,15.6,147.8,12.7,7,10,2023-10-10T07:01:32,2023-10-10T18:23:50,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,F1417,KNYC,72503014732"
10002,2023-10-11,22.4,14.2,17.4,22.4,14.2,17.4,9.6,62.4,0,0,0,,0,0,84.7,17.1,250.7,1011.3,31.4,15.7,192,16.6,7,10,2023-10-11T07:02:36,2023-10-11T18:22:15,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
10002,2023-10-12,22.4,13.6,17.6,22.4,13.6,17.6,10.3,64.5,0,0,0,rain,0,0,77.8,11.8,262.4,1012.1,10.7,15.9,153.5,13.1,7,10,2023-10-12T07:03:39,2023-10-12T18:20:41,0.93,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-13,19.4,12.5,15.8,19.4,12.5,15.8,6.8,56.3,0,0,0,,0,0,68.4,16.7,331,1014.6,3.3,15.9,193.6,16.6,7,10,2023-10-13T07:04:44,2023-10-13T18:19:07,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-14,14.7,10.9,12.7,14.7,10.9,12.7,8.4,76.3,3.492,100,45.83,rain,0,0,31.3,19.3,39.5,1009.6,90.2,13.2,12.4,1.1,0,10,2023-10-14T07:05:48,2023-10-14T18:17:35,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-15,17.3,11.1,13.6,17.3,11.1,13.6,6.9,65.8,0.09,100,8.33,rain,0,0,42.5,14.2,344.8,1000.3,77,16,154.9,13.5,9,10,2023-10-15T07:06:53,2023-10-15T18:16:03,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-16,19.4,9.3,13.9,19.4,7.7,13.7,7.4,66.1,0,0,0,rain,0,0,55.4,14.6,293.8,1003.7,37.5,16,116.7,10,8,10,2023-10-16T07:07:58,2023-10-16T18:14:31,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-17,18,11.7,14.6,18,11.7,14.6,8.1,65.5,0,0,0,,0,0,63,11.4,344.8,1012.8,41,16,91.3,8,6,10,2023-10-17T07:09:03,2023-10-17T18:13:01,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-18,17.5,13.6,15.4,17.5,13.6,15.4,9.8,69.7,0,0,0,,0,0,66.6,10.5,140.2,1020.4,86.6,15.7,76.8,6.8,4,10,2023-10-18T07:10:09,2023-10-18T18:11:31,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-19,19.1,11.6,15.2,19.1,11.6,15.2,9.6,70.5,0,0,0,rain,0,0,68.4,15.5,224.4,1020.1,14.7,16,146.2,12.6,7,10,2023-10-19T07:11:15,2023-10-19T18:10:03,0.17,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-20,17.8,15.6,16.6,17.8,15.6,16.6,14.6,88.5,3.188,100,66.67,rain,0,0,55.4,15.7,147.5,1007.4,92.6,14,26.8,2.3,2,10,2023-10-20T07:12:21,2023-10-20T18:08:35,0.21,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-21,18.9,14.4,16,18.9,14.4,16,11.9,77.9,1.908,100,37.5,rain,0,0,48.1,25.1,292.2,993.5,80.4,14.6,51.7,4.6,3,10,2023-10-21T07:13:28,2023-10-21T18:07:08,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-22,16.1,9.9,13.1,16.1,8.5,13.1,4.6,57.1,0,0,0,rain,0,0,76,23.9,279.3,1004.1,76.8,16,119.2,10.2,9,10,2023-10-22T07:14:35,2023-10-22T18:05:43,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-23,18.2,9.2,12.9,18.2,7.9,12.6,4.3,56.5,0,0,0,,0,0,56.5,13.6,313.9,1019.6,7.9,16,166.8,14.4,7,10,2023-10-23T07:15:42,2023-10-23T18:04:18,0.32,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-24,19.1,10.8,14.6,19.1,10.8,14.6,7.7,64.3,0,0,0,,0,0,61.2,13.6,214.4,1027.6,2.5,15.8,136.1,11.8,6,10,2023-10-24T07:16:50,2023-10-24T18:02:55,0.35,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-25,23.5,11.8,17,23.5,11.8,17,8.8,59.9,0,0,0,,0,0,77.8,15.9,247.5,1025.7,3.2,16,156.9,13.7,6,10,2023-10-25T07:17:58,2023-10-25T18:01:32,0.39,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-26,26.5,14.9,20,26.5,14.9,20,10.4,55.2,0,0,0,,0,0,79.6,14.1,267.8,1023.1,3.5,15.9,164.5,14.3,6,10,2023-10-26T07:19:07,2023-10-26T18:00:11,0.42,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-27,24.1,16.4,19.5,24.1,16.4,19.5,12.3,63.7,0,0,0,,0,0,72,16.6,269.8,1019.5,4.9,16,73.6,6.5,3,10,2023-10-27T07:20:15,2023-10-27T17:58:51,0.46,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-28,27.6,18.1,21.8,27.9,18.1,21.8,14.5,63.9,0,0,0,,0,0,31.7,14.1,255.9,1016.4,28.2,15.9,159.7,13.7,6,10,2023-10-28T07:21:24,2023-10-28T17:57:32,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-29,18.9,11.9,13.8,18.9,11.9,13.8,9.7,77.4,2.22,100,58.33,rain,0,0,63,29.5,40.3,1018.8,93.6,14.5,15.3,1.2,1,10,2023-10-29T07:22:33,2023-10-29T17:56:14,0.53,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-30,16.1,11,13.6,16.1,11,13.6,11,84.9,2.074,100,25,rain,0,0,50.8,14.2,357.6,1010.4,97.8,13,41.5,3.7,3,10,2023-10-30T07:23:43,2023-10-30T17:54:58,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-10-31,12.4,9,10.6,12.4,7.6,10.4,2.6,58.4,0,0,0,rain,0,0,64.8,21.6,40,1017.8,65.5,16,110.4,9.5,6,10,2023-10-31T07:24:53,2023-10-31T17:53:43,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-01,12,5.9,8.9,12,4.4,7.8,0.7,57.7,0.041,100,8.33,rain,0,0,46.4,16,343.1,1017.9,68.6,15.9,67.9,6,3,10,2023-11-01T07:26:03,2023-11-01T17:52:30,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-02,11.2,3.6,7.1,11.2,0.8,5.6,-1.8,54.7,0,0,0,,0,0,70.2,18.6,250.3,1031,1.9,15.9,154.5,13.2,6,10,2023-11-02T07:27:13,2023-11-02T17:51:17,0.65,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-03,14.6,6.1,9.9,14.6,4.2,8.9,1.6,57.2,0,0,0,,0,0,72,17.7,225.3,1031.1,1.9,16,148.6,12.7,6,10,2023-11-03T07:28:23,2023-11-03T17:50:07,0.69,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-04,15.7,8.8,11.8,15.7,7,11.2,4.3,60.7,0,0,0,,0,0,59,14.6,252,1023.5,4.9,15.9,89.1,7.7,4,10,2023-11-04T07:29:34,2023-11-04T17:48:57,0.72,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-05,19,11,13.9,19,11,13.9,5.3,57.3,0,0,0,,0,0,51.8,10.1,283.2,1017.6,35.3,15.9,100.8,9.2,5,10,2023-11-05T06:30:45,2023-11-05T16:47:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-06,13.2,8.6,11.2,13.2,5.9,10.7,4.5,63.6,0,0,0,,0,0,27.7,19.3,49.3,1019.8,9.3,15.8,107.2,9.2,6,10,2023-11-06T06:31:55,2023-11-06T16:46:44,0.78,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-07,18.2,12.8,14.8,18.2,12.8,14.8,9.5,71.1,0.282,100,12.5,rain,0,0,73.8,16.7,265.9,1009.6,37,15.8,55.2,4.7,2,10,2023-11-07T06:33:06,2023-11-07T16:45:39,0.82,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-08,12.8,7.7,10,12.8,5.7,9.2,-1,47.3,0,0,0,,0,0,72,16.9,348.3,1017.7,10.1,15.9,140.6,12.3,6,10,2023-11-08T06:34:18,2023-11-08T16:44:36,0.85,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-09,15.3,7.6,11.7,15.3,4.9,11.2,5.4,65.2,0,0,0,rain,0,0,29.5,15.7,56.2,1013.2,62.7,15.9,49.7,4.4,2,10,2023-11-09T06:35:29,2023-11-09T16:43:35,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-10,12,7.9,10.8,12,5.8,10.4,2.7,57.9,0,0,0,rain,0,0,56.2,19.2,264,1019.5,41,16,24.8,2.2,1,10,2023-11-10T06:36:40,2023-11-10T16:42:35,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-11,14.4,7.2,9.7,14.4,4.7,8.9,1.4,58.4,0,0,0,,0,0,73.8,15.1,306.6,1026.6,13.8,15.9,118.4,10.2,6,10,2023-11-11T06:37:51,2023-11-11T16:41:38,0.95,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-12,9.4,4.1,6.7,8.8,0,4.5,-1.4,56.7,0,0,0,,0,0,55.4,19.6,44.9,1031.8,7.7,15.9,106.5,9.3,6,10,2023-11-12T06:39:02,2023-11-12T16:40:42,0.98,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-13,10.7,4,7.3,10.7,1.5,5.8,-0.9,56.7,0,0,0,,0,0,59,16.6,221.5,1026.3,29,16,124,10.7,6,10,2023-11-13T06:40:13,2023-11-13T16:39:47,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-14,13.8,6.3,9.5,13.8,4.1,8.6,0.7,55.2,0,0,0,,0,0,55.4,14.1,295.2,1025.2,15.3,16,135.4,11.7,6,10,2023-11-14T06:41:24,2023-11-14T16:38:55,0.05,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-15,12.4,5.9,9.1,12.4,4.3,8.6,1.9,61.4,0,0,0,,0,0,68.4,18.8,240.4,1029.2,2.6,16,106.8,9.1,5,10,2023-11-15T06:42:35,2023-11-15T16:38:04,0.08,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-16,19.6,7.9,12.8,19.6,6.2,12.2,3.9,56.9,0,0,0,,0,0,68.4,16.8,260.6,1023.8,2.4,16,122.1,10.5,5,10,2023-11-16T06:43:46,2023-11-16T16:37:16,0.12,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-17,18.9,11.2,14.9,18.9,11.2,14.9,9.1,68.4,0,0,0,,0,0,29.5,14.6,243.2,1016.4,4.8,16,101.3,8.8,5,10,2023-11-17T06:44:56,2023-11-17T16:36:29,0.15,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-18,15.8,6.5,12.2,15.8,5.9,12.1,4,59.7,0,0,0,rain,0,0,44.6,11.5,308.9,1008.1,48.4,16,71.2,6.1,5,10,2023-11-18T06:46:06,2023-11-18T16:35:44,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-19,13.7,5,9,13.7,2.5,8.1,-0.8,50.9,0,0,0,,0,0,72.4,19.2,260.4,1014.1,5.5,16,115.3,10,5,10,2023-11-19T06:47:16,2023-11-19T16:35:02,0.23,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-20,9.5,3.8,6.3,7.9,0.8,4,-4.5,47.1,0,0,0,,0,0,64.8,22.3,19.7,1027.8,2.4,16,113.3,9.7,5,10,2023-11-20T06:48:25,2023-11-20T16:34:21,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-21,8.8,3.4,6.3,5.6,-1.6,2.6,1.1,70.1,1.925,100,33.33,rain,0,0,43.2,28.1,58.2,1029.5,48.6,15.2,37,3.4,2,10,2023-11-21T06:49:35,2023-11-21T16:33:42,0.3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-22,13.9,9.2,11.6,13.9,5.9,11.3,8.3,81.2,9.081,100,33.33,rain,0,0,50.3,26.8,12.3,1006.7,90,12.2,82.9,7.1,6,10,2023-11-22T06:50:43,2023-11-22T16:33:06,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-23,13.4,7.7,10.1,13.4,5.8,9.6,2.1,58.3,0,0,0,,0,0,51.8,15,289.5,1011.2,32,16,115.7,10.1,5,10,2023-11-23T06:51:51,2023-11-23T16:32:31,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-24,12.2,2,8.2,12.2,-0.7,7,-2.2,48.7,0,0,0,,0,0,63,14.2,309.4,1020.8,40.1,16,114.1,9.8,5,10,2023-11-24T06:52:59,2023-11-24T16:31:59,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-25,6.2,1,3.2,6.2,-2.2,1.4,-6,51.3,0,0,0,,0,0,76,10.9,304.3,1029.3,2.9,15.9,93.1,8.1,5,10,2023-11-25T06:54:06,2023-11-25T16:31:28,0.44,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-26,11.7,3.2,7.2,11.7,0.9,5.8,2.7,73.4,0.805,100,33.33,rain,0,0,42.9,27.1,53.7,1020,66.3,14.7,44.8,3.7,3,10,2023-11-26T06:55:12,2023-11-26T16:31:00,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-27,12.9,3.3,8.4,12.9,-1,6.6,2.6,68.6,0.597,100,8.33,rain,0,0,38.9,22.5,263.7,1006.9,55.1,15.5,68.7,5.9,5,10,2023-11-27T06:56:17,2023-11-27T16:30:34,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-28,5.4,0.7,2.7,3.3,-4.7,-0.8,-7.4,47.5,0,0,0,,0,0,64.3,26.8,273.3,1012.1,21.2,16,71.9,6.1,5,10,2023-11-28T06:57:22,2023-11-28T16:30:11,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-29,3.7,-1.8,0.9,-0.2,-7.3,-3.9,-8.1,52.1,0,0,0,,0,0,77.8,23.1,256.3,1019.2,21.6,16,112,9.6,5,10,2023-11-29T06:58:26,2023-11-29T16:29:49,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-11-30,11.4,1.6,6.2,11.4,-2.2,3.9,-3.6,49.7,0,0,0,,0,0,68.4,19.4,250.9,1020.5,14,16,102.2,8.9,5,10,2023-11-30T06:59:29,2023-11-30T16:29:30,0.61,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-01,8.7,5.7,7.2,7.7,3.2,5.6,3,75,1.925,100,33.33,rain,0,0,72.2,14.6,238,1020.6,48.5,14.5,32.5,2.7,2,10,2023-12-01T07:00:31,2023-12-01T16:29:13,0.64,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-02,14.4,8.4,10.3,14.4,6.4,9.5,7.8,85,0,0,0,rain,0,0,18.4,11.7,268.4,1016.5,57.6,11.2,77.5,6.8,5,10,2023-12-02T07:01:32,2023-12-02T16:28:58,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-03,10.5,9,9.6,10.5,5.9,8.4,8.3,91.5,2.771,100,70.83,rain,0,0,36.6,27,48.2,1009.5,98.3,9.1,10.4,1,1,10,2023-12-03T07:02:32,2023-12-03T16:28:46,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-04,11.1,6.6,8.8,11.1,4,7.4,3.3,69.4,0,0,0,,0,0,92.5,31.2,265.6,1008.6,18.7,15.9,85.6,7.4,5,10,2023-12-04T07:03:31,2023-12-04T16:28:36,0.73,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-05,6.6,4.2,5.6,5.6,2.1,3.8,-2.4,56.9,0,0,0,,0,0,66.6,13.1,305.3,1016.2,28.4,16,63,5.5,3,10,2023-12-05T07:04:29,2023-12-05T16:28:28,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-06,6.4,2.1,4.2,4.6,-0.9,1.9,-3.5,57.8,0,0,0,snow,0,0.1,43.6,17.1,5.1,1016,73.9,16,67.3,5.7,5,10,2023-12-06T07:05:26,2023-12-06T16:28:23,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-07,4.2,1,2.5,2,-2.9,-0.6,-3.7,64,0,0,0,"rain,snow",0,0,72,18.3,263.5,1017.3,62.6,15.8,33.8,3.1,2,10,2023-12-07T07:06:21,2023-12-07T16:28:19,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-08,10.9,3.9,7,10.9,0.8,5.6,0.8,65.6,0,0,0,,0,0,68.4,13.1,230.5,1021.7,31.7,16,87.4,7.5,5,10,2023-12-08T07:07:15,2023-12-08T16:28:18,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-09,14.9,7.6,10.5,14.9,5.7,10.1,6.5,77,0,0,0,,0,0,14.8,10.4,25.6,1022.4,15.8,15.4,80,7,4,10,2023-12-09T07:08:08,2023-12-09T16:28:20,0.9,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-10,15.2,10.5,13.5,15.2,10.5,13.5,11.1,85.9,4.425,100,45.83,rain,0,0,59.4,17.7,221.7,1012.2,93.2,13.8,18.2,1.6,2,10,2023-12-10T07:08:59,2023-12-10T16:28:24,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-11,10,3.8,6.1,10,1.6,4.3,1,71.5,2.707,100,41.67,rain,0,0,63,15.1,303.8,1010.6,80.9,15,40.4,3.4,2,10,2023-12-11T07:09:48,2023-12-11T16:28:30,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
10002,2023-12-12,7.6,2.8,5,4.6,-1.1,1.8,-3.9,53.4,0,0,0,,0,0,70.2,22.6,254.9,1028.3,25.2,16,105.3,9.3,5,10,2023-12-12T07:10:37,2023-12-12T16:28:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
